Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Denis Sabin,Piraten,WK2,22,nein,"Es soll das Gegenteil der Fall sein. Kultur und Freizeit brauchen Raum. Dieser Raum ist gerade in den warmen Monaten das öffentliche Land. Freizeitangebote erreichen viele und schenken Spaß an jung und alt. Menschen mit alternativen Lebensentwürfen und Nischenberufen (Schausteller, Markthändler, Künstler) generieren hier Teile ihres Einkommens. Schließt ""nicht kommerziell"" auch den Verkauf von Kaffee und Kuchen beim Nachbarschaftsfest, oder das Feilbieten der selbstgenähten Kindermützen mit ein? Wo soll bitte die rote Linie gezogen werden? Kein Wochenmarkt mehr am Boxi? Kein Suppe & Mucke? Kein Chamissomarkt? Kein Bergmannstraßenfest? Das kann niemand ernsthaft wollen. 
 
 Daneben haben wir mit zunehmenden Open Air Events (Musik, Tanz, Kino, Public Viewing, Ausschank, Outdoor-Sport) eine erhöhte Nachfrage an kommerziell nutzbaren Flächen. Es gilt, Konflikte in Zukunft zu vermeiden. Dies kann zum Beispiel durch das Ausweisen neuer Grillplätze geschehen. Die Menschen lassen es sich ja offensichtlich nicht verbieten. Also heißt es, sinnvoll ausbauen und nutzen."
Denis Sabin,Piraten,WK2,23,ja,"Wenn es solches gibt, ja. Solche Flächen wurden jedoch in der Vergangenheit meistbietend über den Liegenschaftsfonds und Bundesflächen über die BIMA veräußert. Nötig ist daher eine Änderung der Berliner Liegenschaftspolitik. Über Hinweise zu ungenutzten Bauland in Bezirksbesitz sind wir dankbar."
Denis Sabin,Piraten,WK2,24,ja,"Das eigentliche Gefahrengebiet ist der CDU-Innensenator. Und Menzel. Und Juhnke. Und Wansner. Und eigentlich die ganze CDU-Fraktion, die beinahe wie immer, Wahlkampf auf dem Rücken von Friedrichshain-Kreuzberg macht."
Denis Sabin,Piraten,WK2,25,ja,"Die ""Begehungen"" und ""Unterstützung von Bauarbeiten"" durch die Polizei waren klar rechtswidrig. Die Belagerung des Nordkiezes und die Schikane der Anwohner waren teuer, unnötig und dumm. Die Politik ist angehalten, den Zustand vor dem kompletten Durchdrehen des Innensenators wiederherzustellen."
Denis Sabin,Piraten,WK2,26,ja,"Wie jede demokratische Partei sind wir gegen rechtswidrige Handlungen. Dies betrifft natürlich insbesondere Akteure, die mit besonderen Privilegien ausgestattet sind, wie z.B. die Polizei. An diese sind in dieser Hinsicht besonders hohe Maßstäbe anzulegen. Dies können wir beim derzeitigen Senat überhaupt nicht erkennen, daher setzen wir uns ein für #henkelräumen."
Denis Sabin,Piraten,WK2,27,ja,siehe Antowrten auf die letzten 3 Fragen
Denis Sabin,Piraten,WK2,28,ja,"Die Piraten setzen sich dafür ein, dass niemand gegen seinen Willen wohnungslos wird oder bleibt."
Denis Sabin,Piraten,WK2,29,nein,"Die Piraten setzen sich dafür ein, dass niemand gegen seinen Willen wohnungslos wird oder bleibt. Die Piraten setzen sich für das Recht auf Existenzsicherung und Teilhabe ein. Menschen, die betteln, tun dies i.a. nicht aus Langeweile sondern aus Not. Diese Notsituationen müssen beseitigt werden. Repression von Betteln ändert an der zugrundeliegenden Notsituation nichts und ist daher nicht zielführend.
 
 Wir stimmen der Aussage zu, wenn intendiert ist, dass weniger Menschen ohne Wohnung sein sollen und weniger Menschen auf Betteln zum Lebensunterhalt angewiesen sein sollen. Wir stimmen der Aussage nicht zu, wenn Repression als geeignetes Mittel zum Erreichen dieses Ziels eingesetzt werden soll. Ich lehne diese ""Gegen diese und jene Minderheit muss mal was getan werden!""-Aussagen ab. Sie sind diskriminierend. und sehr angreifend gegenüber den schwächsten der sozialen Kette und ich verwahre mich dagegen, für die ""gefühlte Lebensqualität"" irgendeinen Unsinn an den Start zu bringen, während die oberen 10.000 des Landes 80% des Vermögens verwalten."
Denis Sabin,Piraten,WK2,30,ja,"Wir setzen uns für eine gute soziale Mischung im Kiez ein. Dies bedeutet, dass für alle Einkommensschichten Wohnraum zur Verfügung stehen muss. Derzeit werden wir Zeuge von Aufwertung, die zu Verdrängung führt. Diese Entwicklung sehen wir mit Sorge. Wir wenden uns gegen die Veräußerung von kommunalen Wohnungen und unterstützen die Einrichtung von Milieuschutzgebieten, um der Aufwertung entgegenzuwirken.
 
 Der grüne Baustadtrat Hans Panhoff hat leider diverse Großprojekte hofiert und deren Umsetzung auch an der BVV vorbei vorangetrieben. Ein recht einfacher erster Schritt weg von der Aufwertungsspirale wäre der Austausch dieses Baustadtrats."
Denis Sabin,Piraten,WK2,31,ja,"In unseren Auseinandersetzungen im Stadtplanungsausschuss ging es regelmäßig um zu hohe Baudichten und die Haltung der grünen Stadträte dazu. Stadtrat Hans Panhoff hat die Baunutzungsverordnung und die Grünflächenversorgungsrichtlinien – eigentlich die scharfen Waffen der Kommunen gegen die Allmacht der Grundstückseigentümer*innen – als überholt und unzeitgemäß dargestellt. Hohe Baudichten entsprechen seiner Überzeugung. Deshalb ist der vorauseilende Gehorsam für ihn Programm – die Investor*innen reiben sich ungläubig die Augen über so viel Entgegenkommen des „grünen“ Bezirks und den mangelnden Gestaltungswillen. In einem der am höchsten verdichteten Stadträume Berlins sollten aber andere Maßstäbe gelten. Hier steht eigentlich eine maßvolle Nachverdichtung mit dem Augenmerk auf die Versorgung mit sozialer Infrastruktur auf dem Programm und nicht kopfloser Bauwahn. Aktuell steht z.B. der Bezirksteil Friedrichshain-Ost bezüglich der Versorgung mit Grundschul-/Kita-/Grünflächen vor dem Kollaps, weil es eine jahrelang vom grünen Bezirksamt völlig unregulierte Bautätigkeit nach §34 BauGB gab. Nun wäre zwar Geld für soziale Infrastruktur vorhanden, es fehlen aber die Grundstücke.
 Mit Tricks, Informationsverschleppung und Überrumpelung wurden Prozesse entweder verschleppt oder eilig an den Gremien vorbei durchgewunken. Wir haben alles erlebt. Das Baurecht wurde stets zu Ungunsten der öffentlichen Interessen ausgelegt. Beim Freudenberg-Areal hat es sogar eine Verbandsklage gegen das Bauprojekt gegeben, die vom Bezirk heftig attackiert wurde. Nun drehen sich dort die Baukräne und das letzte große Grundstück in Friedrichshain-Ost ist dem Luxuswohnungsbau zum Opfer gefallen. Der Bezirk rühmt sich mit einer politisch aktiven Bevölkerung, die ständig Unterschriften für Bürgerbegehren und Anwohneranträge sammelt. Dies hat aber in erster Linie mit den ständigen Planungsversagen des grünen Bezirksamtes zu tun. Unseres Wissens wird in keinem anderen Bezirk so willkürlich großzügig zu Gunsten privater Investor*innen entschieden, auf Bauleitplanung verzichtet und die Bürgerbeteiligung so lapidar abgefrühstückt. Dagegen haben wir uns zur Wehr gesetzt. Unsere zahlreichen Anträge haben wir meist im Schulterschluss mit den örtlichen Bürgerinitiativen in den Bauausschuss und die BVV eingebracht."
Denis Sabin,Piraten,WK2,32,ja,"Ja. Leerstand für einen Zeitraum über 6 Wochen muss genehmigt werden. Wird ein spekulativer Leerstand festgestellt, sollte der Bezirk diese Flächen beschlagnahmen dürfen. Dies ist bisher nur nach ASOG möglich, aus Angst vor den drohenden juristischen Auseinandersetzungen nach einer solchen Beschlagnahmung ist das Bezirksamt diesen Schritt bisher nicht gegangen. Wir fordern: Wohnraum statt Angst!"
Denis Sabin,Piraten,WK2,33,ja,"Im Rahmen von großen Neubauprojekten kann dies über städtebauliche Verträge erreicht werden. Dieses Mittel möchten wir gerne stärker nutzen. Für kleinere Bauvorhaben (Anbau, Ausbau) ist dies nicht praktikabel, aber diese belasten die Infrastruktur auch nicht in dem gleichen Maße."
Denis Sabin,Piraten,WK2,34,nein,"Wir teilen das Ziel einer sozialen Stadt. Das Ziel einer homogenen Stadt teilen wir nicht. Wir finden es sehr gut, dass Kreuzberg und Friedrichshain, und auch die einzelnen Kieze, verschieden sind und streben keine Nivellierung an. 
 
 Es ist die Aufgabe der Politik, über Flächennutzungspläne und Bebauungspläne auf die Gestaltung der Stadt, auch und gerade im Bereich Wohnen, Einfluss zu nehmen. Darüberhinaus gibt es das bezirkliche Vorkaufsrecht sowie die Möglichkeit zur Beschlagnahme von leerstehendem Wohnraum. Schließlich gibt es das Zweckentfremdungsgesetz Es gibt also durchaus Handlungsoptionen für Land un Bezirk, nur müssen dieser konsequenter als bisher umgesetzt werden. Beton bleibt Beton, auch wenn er von Hans Panhoff grün angestrichen wurde. Die Stadt darf gerne heterogen sein und Gegensätze vereinigen. Was gerade im Bauwesen geschieht, ist an Homogenität nicht zu überbieten.Sie darf gerne Sozialwohnungen neben dem Eigentumswohnhaus bauen und daneben darf gerne ein alternatives Wohnprojekt im Erdgeschoss des Wolkenkratzers einziehen. An der Stadt dürfen alle Teilhaben. Stadträte und Verwaltungen greifen zu schnell zu Baugenehmigungen ohne ausreichende Beteiligungsmöglichkeiten. Die Folge ist nicht offene, unzugängliche Blockrandbebauung mit minimalem Grünflächenanteil. Das ist nicht der von uns gewünschte offene Standard."
Denis Sabin,Piraten,WK2,35,ja,"Wir setzen uns für eine stärkere Nutzung des Mittels des städtebaulichen Vertrages ein. Mit solchen Verträgen können die entsprechenden Pflichten genau festgelegt werden, und die Umsetzung ist nachher einklagbar."
Denis Sabin,Piraten,WK2,36,ja,"Ja natürlich. Das RAW ist eines der kulturellen Zentren für Jung und Alt. Das bedeutet allerdings auch weiterhin Touris, Lautstärke, Leben. Auch nachts. Eigentlich immer. In der Aufzählung fehlen übrigens Clubs und Bars. Wer hier wohnen will, der muss damit klar kommen, dass es in einer Innenstadt wie Berlin nun einmal nicht die Frühlingsruhe Gößweinsteins gibt."
Denis Sabin,Piraten,WK2,37,ja,"Das Verkehrsmittel Fahrrad ist bereits das beliebteste. Die Infrastruktur muss angepasst und ausgebaut werden. Leider will man senatsseitig 800 Mio. in so eine komische Betonfahrbahn namens A100 stecken. Wenn man jetzt jemanden wählen würde, der das nicht befürwortet, würde sich da vielleicht was tun. Wir begrüßen den begonnenen Ausbau der Fahrradinfrastruktur z.B. am Moritzplatz und der Warschauer Straße, drängen aber weiterhin auf eine verstärkte Umsetzung des Radverkehrsplans. Ziel ist eine zusammenhängende Fahrradinfrastruktur, die die Kieze und Stadtteile miteinander verbindet und den Flickenteppich von Radwegen beseitigt. Dazu gehören beispielsweise auch grüne Wellen für Radfahrende. Diese heben die Durchschnittsgeschwindigkeit erheblich an, ändern jedoch die Geschwindigkeit des motorisierten Stadtverkehrs kaum."
Denis Sabin,Piraten,WK2,38,ja,"Die Art und Weise der Finanzierung der Berliner Bezirke ist so absurd, dass es jeder Beschreibung spottet. Unmittelbar sichtbar wird das an den Schulen oder am Bürgeramt. Das liegt nicht unbedingt an einer unfähigen Bezirksregierung, sondern an den mangelnden wirtschaftlichen Handlungsmöglichkeiten der Bezirke, die durch die Landesgesetze vorgegeben werden. Schilda ist im Vergleich dazu ein Hort der Vernunft. Senat sagt: Bezirk, du musst dies und jenes tun, und kriegst dafür soviel Geld. Mehr Geld ausgeben darfst du nicht; wenn du Geld einnimmst, geht das an den Senat; und wenn die Schule nachher verfällt, macht sich der Senat einen schlanken Schuh. Ist ja nicht seine Aufgabe. Dass die Mittelzuweisung von vornherein unzureichend war, spielt dann keine Rolle mehr. 
 
 Ja, es soll mittelfristig eine Verwaltungsreform geben. Insbesondere das Auslagern von unpopulären Aufgaben an die Bezirke (selbstverständlich ohne ausreichende Mittelausstattung) muss ein Ende haben."
Sven Heinemann,SPD,WK2,1,ja,"Ja, denn langfristig profitiert Berlin nur von einem nachhaltigen Tourismus. Leute, die in unseren Wohnkiezen nur die Sau raus lassen wollen, sind nicht willkommen. Das gilt aber für Alle: Denn Party machen nicht nur Touristen sondern auch viele Berliner. Man kann auch Spaß haben und sich benehmen. Und von billigster Gastfreundlichkeit hat niemand etwas: Nicht die Gäste, nicht die Betreiber und schon gar nicht die Mitarbeiter und Anwohner!"
Sven Heinemann,SPD,WK2,2,ja,"Ja, mehr Polizeipräsenz ist sehr wichtig. Dieben, Gewalttätern und Dealern muss es unbequem gemacht werden, so dass sie sich gestört fühlen und sich verziehen. Dazu braucht es aber nicht nur eine mobile Wache (kann auch ein Einsatzwagen sein) sondern regelmäßige Streifen."
Sven Heinemann,SPD,WK2,3,nein,"Nein. Der Berliner Senat tut viel für die Integration von Menschen. Neben der Unterbringung kümmern wir uns um die Integration in den Arbeitsmarkt, den Kita- und Schulbesuch der Kinder, die Betreuung von unbegleiteten Minderjährigen, um Deutschkurse und die medizinische Versorgung. Viel mehr als im Bundesdurchschnitt. Dazu kommt das Integrierte Sozialprogramm, das umfasst jährlich rund 17 Millionen Euro. U. a. für die Bereiche Migrantensozialdienste. Dazu gehört auch Straßensozialarbeit."
Sven Heinemann,SPD,WK2,4,nein,"Nein. Der Berliner Senat tut viel für die Integration von Menschen. Neben der Unterbringung kümmern wir uns um die Integration in den Arbeitsmarkt, den Kita- und Schulbesuch der Kinder, die Betreuung von unbegleiteten Minderjährigen, um Deutschkurse und die medizinische Versorgung. Viel mehr als im Bundesdurchschnitt. Dazu kommt das Integrierte Sozialprogramm, das umfasst jährlich rund 17 Millionen Euro. U. a. für die Bereiche Migrantensozialdienste. Dazu gehört auch Straßensozialarbeit."
Sven Heinemann,SPD,WK2,5,nein,"Nein, es geht auch anders: Beispielsweise kümmert sich die Berliner Stadtreinigung seit Juni in einem Pilotprojekt um die Sauberkeit in zwölf Berliner Parks, etwa im Görli. Das haben Senat und BSR vereinbart ohne dafür die Einnahmen aus der City-Tax zu verwenden. Mehr Müll hat auch etwas mit der wachsenden Stadt zu tun und liegt nicht nur am Tourismus. Zudem sind auch die Mehrkosten (unter einem Euro im Monat) für einzelne Mieter sehr gering, wenn die Straße vor dem Haus dafür öfter gereinigt wird. Diese Kosten sind für die AnwohnerInnen nicht das Problem wenn es dafür sauberer im Wohnumfeld ist. Das zeigen Umfragen."
Sven Heinemann,SPD,WK2,6,ja,Sehr richtig. Daran arbeitet auch die Fair-kiez-Initiative im Bezirk. Unterstützenswert.
Sven Heinemann,SPD,WK2,7,nein,"Wieso nicht, wenn es die Straßenverhältnisse erlauben und es nicht im Minutentakt durch Wohnstraßen passiert? Unsere Kieze haben eine sehr interessante Geschichte. Ich habe schon zwei Bücher über den Boxhagener Kiez geschrieben und mache jedes Jahr Führungen zum Tag des Denkmals. Dieses Wissen sollten wir auch mit unseren Gästen teilen."
Sven Heinemann,SPD,WK2,8,ja,"Ja! Die Zweckentfremdung von Wohnungen zu Ferienwohnungen hat überhandgenommen. Deshalb war es richtig, dass der Senat dies mit einem Gesetz unterbunden hat. In meinem Wohnumfeld haben Einzelpersonen bis zu fünf Wohnungen angemietet und als Ferienwohnungen weiter vermietet. Oder vereinzelt wurden ganze Altbauten umgewandelt. Angesichts der Wohnungsknappheit brauchen wir Mietwohnungen. Viele schwarze Schafe führen auch keine CityTax ab, begehen also auch noch Steuerhinterziehung. Ich freue mich über jede illegale Ferienwohnung, die gemeldet wird."
Sven Heinemann,SPD,WK2,9,ja,"Ja, denn Gehwege sollen nicht zugestellt werden. Alle Passanten müssen sich hindernisfrei bewegen können. Dafür ist schon deutlich mehr als ein freier Meter nötig."
Sven Heinemann,SPD,WK2,10,ja,"Ja, denn mehr Menschen bedeutet auch einen höheren Kontrollaufwand."
Sven Heinemann,SPD,WK2,11,ja,Auf jeden Fall. Insbesondere in den öffentlichen Grünanlagen ist dies nötig. Und in Straßen mit viel Publikumsverkehr. Ich habe mich in den vergangenen Jahren für viele Maßnahmen in diesem Bereich eingesetzt: So werden jetzt Straßen und Grünflächen in unseren Kiezen öfters gereinigt und es wurden zusätzliche Mülleimer aufgestellt.
Sven Heinemann,SPD,WK2,12,ja,"Ja, das war von Anfang an eine Schnapsidee. Man kann den Bock nicht zum Gärtner machen."
Sven Heinemann,SPD,WK2,13,ja,"Ja, ich vermisse Bäcker, die noch selbst backen, oder Fleischer genauso wie andere Einzelhändler. Aber das ist leider auch ein allgemeiner Trend. Das Konsumverhalten hat sich radikal verändert. Dabei ist beispielsweise der Unterschied bei frischem Brot im Vergleich zu Aufbackware doch so groß."
Sven Heinemann,SPD,WK2,14,ja,"Ja, Transparenz ist immer gut. Dadurch wird auch Vieles nachvollziehbarer."
Sven Heinemann,SPD,WK2,15,ja,"Ja, ein Straßenfest muss ohne viel Aufwand zu genehmigen sein. Allerdings sollte es dann auch einen ehrenamtlichen und keinen kommerziellen Charakter haben."
Sven Heinemann,SPD,WK2,16,nein,Nein. Das Ordnungsamt ist in meinen Augen der falsche Ansprechpartner. Die Vorgaben muss die Politik machen.
Sven Heinemann,SPD,WK2,17,ja,"Ja, doch leider ist der 16. Bauabschnitt zum Treptower Park schon im Bau. Das Weiterführen der A 100 Richtung Innenstadt war ein Fehler. Ich befürchte viel Verkehr für die Friedrichshainer Kieze an der Spree."
Sven Heinemann,SPD,WK2,18,ja,"Ja, das nervt. Genauso die Werbefahrräder. Werbung machen ist eben nicht kostenlos. Dafür gibt es genug Flächen im Bezirk."
Sven Heinemann,SPD,WK2,19,ja,"Ja, angesichts der Wachsenden Stadt brauchen wir auch mehr Schul- und Kitaplätze. Dafür habe ich mich in den vergangenen fünf Jahren eingesetzt. So habe ich mitgeholfen, ein Grundstück in der Oderstraße für einen Schulneubau zu sichern."
Sven Heinemann,SPD,WK2,20,ja,"Ja, denn ein Schulneubau dauert seine Zeit. So lange können Eltern und Lehrer nicht warten. Es war ein Fehler, zu Beginn des Jahrzehnts den ein oder anderen Schulstandort zu verkaufen. Deshalb habe ich mich auch erfolgreich mit vielen Kolleginnen und Kollegen für eine neue Liegenschaftspolitik eingesetzt."
Sven Heinemann,SPD,WK2,21,ja,"Ja, der Vorrang muss aber auch für den Bau von Mietwohnungen mit einem festen Sozialanteil gelten."
Sven Heinemann,SPD,WK2,22,nein,"Ja, denn öffentliche Plätze sind für alle da. Gegen einen Wochenmarkt oder Flohmarkt habe ich aber nichts. Und auch ein Fest oder Festival sollte möglich sein. Es darf eben nur keine Dauerbespaßung werden."
Sven Heinemann,SPD,WK2,23,ja,"Ja, wir brauchen Bauland für den Wohnungsneubau für preiswerte Mietwohnungen genauso wie für den Bau der sozialen Infrastruktur - vom Kieztreff bis zur Grünfläche."
Sven Heinemann,SPD,WK2,24,nein,"Nein, das muss von der Situation und Lage abhängen. Die Lageeinschätzung von Polizei und Ordnungsamt ist nicht immer falsch. Für viele AnwohnerInnen ist die Gewalt und Zerstörung des öffentlichen Raums unerträglich. Jeder muss das Recht haben, sich frei bewegen zu können ohne Angst zu haben. Dafür müssen die Sicherheitsorgane im Rahmen der gesetzlichen Vorgaben sorgen."
Sven Heinemann,SPD,WK2,25,ja,"Ja, die hier angesprochene Maßnahme der Innenverwaltung muss weiter aufgearbeitet werden. Das Gesetz muss für alle gelten."
Sven Heinemann,SPD,WK2,26,ja,"Ja, Gesetze müssen eingehalten werden."
Sven Heinemann,SPD,WK2,27,nein,"Radikale Einstellungen, egal ob aus dem Kiez oder von Auswärts, lehne ich ab. Genauso wie Schikane. Es gibt Regeln, die von allen eingehalten werden müssen."
Sven Heinemann,SPD,WK2,28,ja,"Ja, hier muss noch mehr getan werden. Vielen Dank an die Haupt- und Ehrenamtlichen. Ich habe im Rahmen meines Kiezpreises auch schon mehrere Projekt mit Geld unterstützt, etwa in der Samariterstraße oder die Bahnhofsmission am Ostbahnhof."
Sven Heinemann,SPD,WK2,29,ja,"Ja, hier muss noch mehr getan werden. Vielen Dank an die Haupt- und Ehrenamtlichen. Ich habe im Rahmen meines Kiezpreises auch schon mehrere Projekt mit Geld unterstützt, etwa in der Samariterstraße oder die Bahnhofsmission am Ostbahnhof."
Sven Heinemann,SPD,WK2,30,ja,"Völlig richtig. Deshalb unterstütze ich den Bau von Mietwohnungen sehr. So habe ich mich erfolgreich dafür eingesetzt, dass in den kommenden Jahren auf Stralau und an der Rummelsburger Bucht neue, landeseigene Mietwohnungen entstehen."
Sven Heinemann,SPD,WK2,31,ja,"Ja, das Friedrichshainer Monopoly muss gestoppt werden. Die Mietpreisbreme und die Ausweitung von Milieuschutz müssen effektiv genutzt werden."
Sven Heinemann,SPD,WK2,32,ja,"Ja, Leerstand können wir uns nicht leisten. Vor allem keinen spekulativen Leerstand."
Sven Heinemann,SPD,WK2,33,ja,"Ja, nur so kann die soziale, wachsende Stadt gelingen. So hat der Senat beim Freudenberg Areal den Bau von Sozialwohnungen, einer Kita und einer Grünfläche durchgesetzt. Das Gleiche fordert wer für die Cuvry-Brache vom Investor."
Sven Heinemann,SPD,WK2,34,ja,"Ja, Wohnung darf keine Ware sein sondern verlangt politische Steuerung. Mit einer aktiven Mieten- und Wohnungsbaupolitik sorgt der Senat dafür, dass Berlin für Menschen mit mittlerem und geringen Einkommen ein Zuhause bleibt. Der erfolgreiche Kompromiss zum Mietenvolksbegehren in Form des Wohnraumgesetzes sieht u.a. vor, dass mindestens 55 Prozent der Wohnungen bei den landeseigenen Wohnungsbaugesellschaften an Menschen mit besonders niedrigem Einkommen vermietet werden und 30 Prozent der Neubauten als Sozialwohnungen errichtet werden."
Sven Heinemann,SPD,WK2,35,ja,"Ja, Compliance verhilft zu mehr Transparenz und Verständlichkeit."
Sven Heinemann,SPD,WK2,36,ja,"Ja. Ich setze mich mit der SPD Friedrichshain-Kreuzberg dafür ein, dass insbesondere die verschiedenen Projekte in den denkmalgeschützten Altbauten entlang der Revaler Straße langfristig gesichert werden, genauso auch die Sportangebote Kletterkegel und Skaterhalle mit dem dazugehörigen Biergarten und Freiluftkino. Dazu favorisieren wir mit den betroffenen Akteuren als Lösung einen Verkauf der Häuser/Flächen an die NutzerInnen oder ein langfristiges Erbpachtmodell zum Erhalt der schützenswerten Institutionen. Und ich trete dafür ein, wie zahlreiche Anwohner auch, im Gegensatz zu Grünen, Linken und Piraten im Bezirk, für Mietwohnungsbau mit einem festgeschriebenen Sozialanteil auf einer Teilfläche des RAW-Geländes."
Sven Heinemann,SPD,WK2,37,ja,"Ja, deshalb setze ich mich auch für ein Fahrradparkhaus am Ostkreuz ein. Die Mittel für den Radverkehr haben wir auf Landesebene seit 2014 verdreifacht. Wir geben 2016/17 rund 16 Millionen Euro für den Radverkehr aus. Wir haben das Radwegenetz erheblich erweitert und zeitgemäße Abstellanlagen errichtet. Diese Politik will ich fortführen."
Sven Heinemann,SPD,WK2,38,nein,"Nein, die Abläufe müssen effektiver werden. Angesichts der Wachsenden Stadt brauchen wir mehr Personal in den Bereichen, in denen es nötig ist. So haben wir beispielsweise über 100 neue Stellen in den Bürgerämtern geschaffen. Viele Verfahren können auch noch vereinfacht werden."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,1,ja,"Neben positiven wirtschaftlichen Effekten des Tourismus ist der Bezirk auch mit negativen Auswirkungen des zunehmenden Tourismus in Friedrichshain konfrontiert. Was wir brauchen, ist ein kiezverträglicher Tourismus: Ein Tourismus, der den Kiez nicht nur belastet und die Anwohner*innen nicht verdrängt. Dafür braucht es vielfältige Maßnahmen, um den Interessenausgleich zwischen Anwohner*innen und Tourist*innen zu schaffen. Dazu gehören zum Beispiel mehr öffentliche Toiletten, häufigere Straßenreinigungen oder zusätzliche Mülleimer. Um Konflikte kooperativ zu lösen, können Moderationsverfahren zwischen Anwohner*innen und beispielsweise Clubbesitzer*innen oder Gewerbebetreibenden eingeführt werden."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,2,ja,"Die Drogenproblematik rund um die Warschauer Straße kann nur mit einem vielfältigen Maßnahmenpaket bearbeitet werden. Die Polizei muss an diesen Hotspots dafür sorgen, dass Gesetze eingehalten werden und muss auf diese Situation auch mit mehr Präsenz reagieren. Mehr Polizeipräsenz kann aber nicht das einzige Mittel zur Lösung der Problematiken rund um die Warschauer Straße sein. Wir benötigen für diese Hotspots Sicherheitskonzepte, die von der Polizei, Politik, den Anwohner*innen und lokalen Akteuren (z.b. RAW-Initiativen, Clubbesitzer) gemeinsam erarbeitet werden. Auch sozialpolitische Maßnahmen wie Streetworker sind wichtig und müssen zu einem Lösungspaket gehören."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,3,ja,siehe Antwort Frage 2
Clara Herrmann,Die Grünen / Bündnis 97,WK4,4,ja,siehe Antwort Frage 2
Clara Herrmann,Die Grünen / Bündnis 97,WK4,5,neutral,"Die besonders vom Tourismus betroffenen Kiezen brauchen mehr Gelder, um entstehende Kosten für erweiterte Stadtreinigung, mehr öffentliche Toiletten, Mülleimer oder Grünflächenpflege finanzieren zu können."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,6,ja,"Zu einem kiezverträglichen Tourismus gehört auch ein Miteinader in Berlin, dass auf gegenseitigem Respekt und Rücksicht basiert."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,7,ja,"siehe Antwort 1. Der Tourismus in Berlin muss so gestaltet werden, dass dieser die Infrastruktur und Strukturen in den Bezirken nicht überfordert und die Lebensqualität in den Kiezen nicht eingeschränkt wird. Zudem brauchen wir ein generelles Buskonzept in Berlin, dass auch die Fahrten der Fernbusse durch die Stadt regelt."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,8,ja,"Die Zweckentfremdung von Mietwohnungen zugunsten von Ferienwohnungen gefährdet die soziale Mischung im Bezirk und zerstört vielfältige Kiezstrukturen. Wir kämpfen gegen Verdrängung und setzen uns konsequent gegen Zweckentfremdung von Wohnraum ein. Im Bezirk nutzen wir die Möglichkeiten, und möchten daher auch in Zukunft keine Genehmigungen für Hostels in Wohnkiezen mehr erteilen."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,9,neutral,"Friedrichshain ist attraktiv und viele Menschen halten sich gerne in unserem Kiez auf. Auch davon lebt der Kiez. In Straßenzügen, in denen es eine hohe Cafe-/Bar- und Restaurantdichte gibt, muss dennoch darauf geachtet werden, dass Menschen weiterhin die Gehwege passieren können. Die Nutzung von Gehwegen ist rechtlich geregelt, diese Regelungen gilt es einzuhalten und umzusetzen."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,10,neutral,"Das Ordnungsamt muss personell und strukturell so aufgestellt sein, um der großen Nachfrage im Kiez gerecht zu werden. Es muss auch nach 22 Uhr sowie am Wochenende und an Feiertagen Kontrollen durchführen können."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,11,ja,"Friedrichshain ist ein lebenswerter Kiez und so soll es auch bleiben. Dazu gehört auch, dass die Anwohner*innen sich hier wohl fühlen. Weniger Müll ist dabei ein entscheidender Aspekt."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,12,nein,"Die derzeit laufenden Prozesse mit dem Ziel die Konflikte zu befrieden und Kompromisse zu finden, sollten zunächst finalisiert werden. Die Lösungsansätze und die Ergebnisse müssen ausgewertet und evaluiert werden. Das schließt nicht aus, dass offene Fragen bleiben und alle Interessen berücksichtigt werden. Daher müssen im Anschluss ggf. weitere Lösungsansätze herangezogen werden."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,13,ja,Die vielfältigen Kiezstrukturen und eine durchmischte Gewerbelandschaft sollen erhalten bleiben. Insbesondere Einzelhandelsstrukturen müssen geschützt werden.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,14,ja,Grundsätzlich sollten Behörden für die Bürger*innen transparent und ihre Arbeit nachvollziehbar sein.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,15,ja,Nachbarschaftsverbindende Aktivitäten sind elementar für das Kiezleben und müssen eine angemessene Wertschätzung erfahren.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,16,neutral,Ausführungen zum Ordnungsamt siehe Antworten 17 und 10
Clara Herrmann,Die Grünen / Bündnis 97,WK4,17,ja,"Der Weiterbau der A100 durch Friedrichshain muss dringend gestoppt werden. Die Folgen und Auswirkungen (Dauerstau, Verkehrschaos, Lärm) hätten entscheidenden Einfluss auf die Lebensqualität im Bezirk."
